Rank,BlessLevel,Exp,ExpDiff,SeasonScore
Angel,89,856621844274 ,10288384708,8900
Angel,90,866918228658 ,10296384384,9000
Angel,91,877243904799 ,10325676141,9100
Angel,92,887593573669 ,10349668870,9200
Angel,93,897951240116 ,10357666447,9300
Angel,94,908432702265 ,10481462149,9400
Angel,95,919037960115 ,10605257850,9500
Angel,96,929767013667 ,10729053552,9600
Angel,97,940619862920 ,10852849253,9700
Angel,98,951596507875 ,10976644955,9800
Angel,99,962696948532 ,11100440657,9900
Angel,100,973921184890 ,11224236358,10000
Angel,101,985269216950 ,11348032060,10100
Angel,102,996741044711 ,11471827761,10200
Angel,103,1008336668174 ,11595623463,10300
Angel,104,1020056087339 ,11719419165,10400
Angel,105,1031899302205 ,11843214866,10500
Angel,106,1043866312773 ,11967010568,10600
Angel,107,1055957119042 ,12090806269,10700
Angel,108,1068171721013 ,12214601971,10800
Angel,109,1080510118685 ,12338397672,10900
Angel,110,1092972312059 ,12462193374,11000
Angel,111,1105558301135 ,12585989076,11100
Angel,112,1118268085912 ,12709784777,11200
Angel,113,1131101666391 ,12833580479,11300
Angel,114,1144059042571 ,12957376180,11400
Angel,115,1157140214453 ,13081171882,11500
Angel,116,1170345182037 ,13204967584,11600
Angel,117,1183673945322 ,13328763285,11700
Angel,118,1197126504309 ,13452558987,11800
Angel,119,1210702858997 ,13576354688,11900
Angel,120,1224403009387 ,13700150390,12000
Angel,121,1238226955479 ,13823946092,12100
Angel,122,1252174697272 ,13947741793,12200
Angel,123,1266246234767 ,14071537495,12300
Angel,124,1280441567963 ,14195333196,12400
Angel,125,1294760696861 ,14319128898,12500
Angel,126,1309203621461 ,14442924600,12600
Angel,127,1323770341762 ,14566720301,12700
Angel,128,1338460857765 ,14690516003,12800
Angel,129,1353275169469 ,14814311704,12900
Angel,130,1368213276875 ,14938107406,13000
Angel,131,1383275179983 ,15061903108,13100
Angel,132,1398460878792 ,15185698809,13200
Angel,133,1413770373303 ,15309494511,13300
Angel,134,1429203663515 ,15433290212,13400
Angel,135,1444760749429 ,15557085914,13500
Angel,136,1460441631044 ,15680881615,13600
Angel,137,1476246308361 ,15804677317,13700
Angel,138,1492174781380 ,15928473019,13800
Angel,139,1508227050100 ,16052268720,13900
Angel,140,1524403114522 ,16176064422,14000
Angel,141,1540702974645 ,16299860123,14100
Angel,142,1557126630470 ,16423655825,14200
Angel,143,1573674081997 ,16547451527,14300
Angel,144,1590345329225 ,16671247228,14400
Angel,145,1607140372155 ,16795042930,14500
Angel,146,1624059210786 ,16918838631,14600
Angel,147,1641101845119 ,17042634333,14700
Angel,148,1658268275154 ,17166430035,14800
Angel,149,1675558500890 ,17290225736,14900
Angel,150,1692972522328 ,17414021438,15000
